architecture,n_seeds,seeds,train_samples,validation_samples,test_samples,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,fpr_mean,fpr_std,fnr_mean,fnr_std,mae_all_mean,mae_all_std,rmse_all_mean,rmse_all_std,nmae_all_mean,nmae_all_std,nrmse_all_mean,nrmse_all_std,mae_tp_mean,mae_tp_std,rmse_tp_mean,rmse_tp_std
ConvTransformer-v2,5,"1,2,3,42,123",10000,20000,200000,0.562651,0.0868587680,0.5780016785,0.1070008424,0.822714,0.2453062349,0.6469479227,0.0363485728,0.697412,0.4144052388,0.177286,0.2453062349,14.4826480865,1.1010431350,17.0396725471,0.8185869427,0.1448264809,0.0110104314,0.1703967255,0.0081858694,14.0182359695,1.7433308450,16.6425138906,1.3706643097
