cp_dist_loss,cp_dist_sparse_accuracy,has_cp_accuracy,has_cp_loss,has_cp_precision,has_cp_recall,loss,val_cp_dist_loss,val_cp_dist_sparse_accuracy,val_has_cp_accuracy,val_has_cp_loss,val_has_cp_precision,val_has_cp_recall,val_loss,val_best_threshold,val_detection_accuracy,val_detection_precision,val_detection_recall,val_detection_f1,val_false_positive_rate,val_false_negative_rate,val_jaccard_coefficient,val_localization_mae_all_cp,val_localization_rmse_all_cp,val_localization_mae_true_positive,val_localization_rmse_true_positive,val_selection_score,learning_rate
2.0838370323181152,0.007300000172108412,0.4984999895095825,0.9717398881912231,0.49275362491607666,0.10199999809265137,4.028935432434082,2.0040736198425293,0.011549999937415123,0.5,0.9327929615974426,0.0,0.0,3.9132120609283447,0.3,0.5,0.5,1.0,0.6666666666666666,0.9999999999989999,0.0,0.49999999999975,15.436426162719727,17.75966327519859,15.436426162719727,17.75966327519859,40.10309282936839,0.0010000000474974513
2.0574569702148438,0.010700000450015068,0.49869999289512634,0.9224888682365417,0.3968254029750824,0.004999999888241291,3.9000539779663086,2.0040512084960938,0.0170499999076128,0.5,0.9144333600997925,0.0,0.0,3.882675886154175,0.3,0.5,0.5,1.0,0.6666666666666666,0.9999999999989999,0.0,0.49999999999975,15.435845375061035,17.759215635557624,15.435845375061035,17.759215635557624,40.1025120417097,0.0010000000474974513
2.0567593574523926,0.010700000450015068,0.49970000982284546,0.9191239476203918,0.2857142984867096,0.00039999998989515007,3.8930916786193848,2.002805471420288,0.016200000420212746,0.5,0.915414035320282,0.0,0.0,3.8827898502349854,0.3,0.5,0.5,1.0,0.6666666666666666,0.9999999999989999,0.0,0.49999999999975,15.434059143066406,17.757121631963436,15.434059143066406,17.757121631963436,40.10072580971507,0.0010000000474974513
2.054220199584961,0.009100000374019146,0.5,0.9166496992111206,0.0,0.0,3.887251138687134,1.9999895095825195,0.017999999225139618,0.5,0.9226801991462708,0.0,0.0,3.891568422317505,0.3,0.5,0.5,1.0,0.6666666666666666,0.9999999999989999,0.0,0.49999999999975,15.428540229797363,17.75121980156179,15.428540229797363,17.75121980156179,40.09520689644603,0.0010000000474974513
2.0483412742614746,0.011099999770522118,0.5,0.9172260165214539,0.0,0.0,3.881239175796509,1.9844086170196533,0.02005000039935112,0.5,0.9185184240341187,0.0,0.0,3.868828535079956,0.3,0.5,0.5,1.0,0.6666666666666666,0.9999999999989999,0.0,0.49999999999975,15.39229965209961,17.716223158119263,15.39229965209961,17.716223158119263,40.058966318748276,0.0010000000474974513
2.0257792472839355,0.01600000075995922,0.5,0.9158928990364075,0.0,0.0,3.858879804611206,1.9498794078826904,0.026399999856948853,0.5,0.9104528427124023,0.0,0.0,3.822286367416382,0.35,0.50065,0.500325634988227,0.9987,0.6666666666666666,0.9973999999990025,0.0012999999999987,0.49999999999974964,15.214615821838379,17.58752005873501,15.218050956726074,17.589925726407913,39.8344824884871,0.0010000000474974513
2.001377582550049,0.021800000220537186,0.5001000165939331,0.9135881662368774,1.0,0.00019999999494757503,3.8293817043304443,1.9232590198516846,0.035349998623132706,0.5,0.9069693684577942,0.0,0.0,3.7910308837890625,0.3,0.5,0.5,1.0,0.6666666666666666,0.9999999999989999,0.0,0.49999999999975,15.03547477722168,17.482175632447753,15.03547477722168,17.482175632447753,39.702141443870346,0.0010000000474974513
1.9773095846176147,0.02669999934732914,0.4997999966144562,0.9078221321105957,0.25,0.00019999999494757503,3.7939813137054443,1.90583074092865,0.040699999779462814,0.5,0.8984096646308899,0.0,0.0,3.757903814315796,0.3,0.5001,0.5000500050005,1.0,0.6667111140742716,0.9997999999990002,0.0,0.50005000500025,14.893226623535156,17.370972969419327,14.893226623535156,17.370972969419327,39.55540434203173,0.0010000000474974513
1.958980917930603,0.03139999881386757,0.501800000667572,0.9082163572311401,0.6607142686843872,0.007400000002235174,3.7738585472106934,1.8862817287445068,0.04129999876022339,0.5,0.8922155499458313,0.0,0.0,3.7240750789642334,0.3,0.51445,0.5074990918054907,0.9779,0.6682155181249786,0.9489999999990509,0.022099999999977898,0.5017444843506917,14.85361385345459,17.318342524415225,15.02286148071289,17.42165779012577,38.571303490937936,0.0010000000474974513
1.950962781906128,0.03610000014305115,0.5044999718666077,0.904798150062561,0.6397515535354614,0.020600000396370888,3.759544610977173,1.9048099517822266,0.0442500002682209,0.5000500082969666,0.8957036733627319,0.6666666865348816,0.00019999999494757503,3.7458808422088623,0.3,0.51245,0.5064955392080138,0.9708,0.6656838207563343,0.945899999999054,0.029199999999970798,0.49889511280101806,14.786431312561035,17.322727969256892,15.030757904052734,17.476475189768497,38.49895489741732,0.0010000000474974513
