architecture,architecture_display,n_seeds,seeds,accuracy_mean,accuracy_std,accuracy_mean_std,precision_mean,precision_std,precision_mean_std,recall_mean,recall_std,recall_mean_std,f1_score_mean,f1_score_std,f1_score_mean_std,false_positive_rate_mean,false_positive_rate_std,false_positive_rate_mean_std,false_negative_rate_mean,false_negative_rate_std,false_negative_rate_mean_std,all_changepoint_mae_mean,all_changepoint_mae_std,all_changepoint_mae_mean_std,all_changepoint_rmse_mean,all_changepoint_rmse_std,all_changepoint_rmse_mean_std,true_positive_mae_mean,true_positive_mae_std,true_positive_mae_mean_std,true_positive_rmse_mean,true_positive_rmse_std,true_positive_rmse_mean_std
convtransformer,ConvTransformer-v2,5,"1,2,3,42,123",0.562651,0.08685876800876234,0.5627 +/- 0.0869,0.5780016785238278,0.10700084235337946,0.5780 +/- 0.1070,0.8227140000000001,0.24530623489834089,0.8227 +/- 0.2453,0.646947922694924,0.03634857280367893,0.6469 +/- 0.0363,0.6974119999999302,0.41440523876993357,0.6974 +/- 0.4144,0.1772859999999823,0.24530623489831638,0.1773 +/- 0.2453,14.48264808654785,1.1010431350286698,14.4826 +/- 1.1010,17.03967254710351,0.8185869426929026,17.0397 +/- 0.8186,14.018235969543458,1.7433308450140532,14.0182 +/- 1.7433,16.642513890550724,1.3706643097480613,16.6425 +/- 1.3707
